0.0054543, 0.0183405
-0.0211568, 0.0183425
-0.0478537, 0.018347
-0.0745376, 0.0183493
-0.101201, 0.0183492
-0.127838, 0.0183469
-0.154441, 0.0183423
-0.181002, 0.0183354
-0.207516, 0.0183264
-0.233974, 0.0183152
-0.260371, 0.0183018
-0.286699, 0.0182863
-0.312952, 0.0182687
-0.339123, 0.0182491
-0.365207, 0.0182274
-0.391195, 0.0182038
-0.417083, 0.0181783
-0.442865, 0.0181508
-0.468533, 0.0181216
-0.494083, 0.0180905
-0.519508, 0.0180578
-0.544804, 0.0180233
-0.569964, 0.0179872
-0.594984, 0.0179496
-0.619859, 0.0179104
-0.644582, 0.0178698
-0.669151, 0.0178278
-0.69356, 0.0177845
-0.717805, 0.0177399
-0.741882, 0.0176942
-0.765786, 0.0176473
-0.789514, 0.0175993
-0.813062, 0.0175504
-0.836426, 0.0175005
-0.859604, 0.0174498
-0.882592, 0.0173983
-0.905388, 0.0173461
-0.927988, 0.0172933
-0.95039, 0.0172399
-0.972591, 0.017186
-0.99459, 0.0171316
-1.01638, 0.017077
-1.03797, 0.017022
-1.05935, 0.0169668
-1.08052, 0.0169115
-1.10148, 0.0168561
-1.12222, 0.0168007
-1.14276, 0.0167454
-1.16307, 0.0166901
-1.18318, 0.0166351
-1.20306, 0.0165803
-1.22273, 0.0165259
-1.24219, 0.0164718
-1.26143, 0.0164181
-1.28045, 0.016365
-1.29925, 0.0163124
-1.31784, 0.0162604
-1.33622, 0.016209
-1.35437, 0.0161584
-1.37232, 0.0161085
-1.39004, 0.0160594
-1.40756, 0.0160111
-1.42486, 0.0159637
-1.44195, 0.0159173
-1.45883, 0.0158718
-1.47551, 0.0158273
-1.49197, 0.0157838
-1.50823, 0.0157414
-1.52428, 0.0157
-1.54013, 0.0156598
-1.55577, 0.0156206
-1.57122, 0.0155827
-1.58646, 0.0155458
-1.60151, 0.0155102
-1.61636, 0.0154758
-1.63102, 0.0154426
-1.64549, 0.0154105
-1.65976, 0.0153798
-1.67385, 0.0153502
-1.68775, 0.0153219
-1.70147, 0.0152947
-1.71501, 0.0152689
-1.72836, 0.0152442
-1.74154, 0.0152208
-1.75454, 0.0151985
-1.76737, 0.0151775
-1.78002, 0.0151577
-1.79251, 0.015139
-1.80483, 0.0151216
-1.81698, 0.0151052
-1.82897, 0.0150901
-1.8408, 0.015076
-1.85246, 0.0150631
-1.86398, 0.0150512
-1.87533, 0.0150404
-1.88654, 0.0150306
-1.89759, 0.0150219
-1.9085, 0.0150142
-1.91926, 0.0150074
-1.92987, 0.0150016
-1.94035, 0.0149968
-2.02857, 0.0149907
-2.10692, 0.0150393
-2.17676, 0.0151243
-2.23927, 0.0152299
-2.29552, 0.015343
-2.3464, 0.0154537
-2.39268, 0.0155548
-2.43503, 0.0156414
-2.47398, 0.0157099
-2.51002, 0.0157584
-2.54352, 0.0157858
-2.57482, 0.0157914
-2.60417, 0.0157752
-2.63182, 0.0157373
-2.65796, 0.0156781
-2.68273, 0.0155982
-2.70628, 0.0154982
-2.72872, 0.0153787
-2.75015, 0.0152405
-2.77064, 0.0150843
-2.79027, 0.0149109
-2.80909, 0.0147212
-2.82716, 0.014516
-2.84452, 0.0142962
-2.86121, 0.0140628
-2.87725, 0.0138167
-2.89269, 0.0135589
-2.90755, 0.0132903
-2.92184, 0.0130121
-2.9356, 0.0127253
-2.94884, 0.0124308
-2.96158, 0.0121297
-2.97383, 0.0118231
-2.98562, 0.011512
-2.99695, 0.0111973
-3.00784, 0.0108801
-3.01831, 0.0105613
-3.02836, 0.0102418
-3.03801, 0.00992253
-3.04728, 0.00960425
-3.05616, 0.00928778
-3.06468, 0.00897386
-3.07284, 0.00866317
-3.08066, 0.00835634
-3.08815, 0.00805395
-3.09531, 0.00775652
-3.10217, 0.00746453
-3.10872, 0.00717838
-3.11499, 0.00689845
-3.12097, 0.00662504
-3.12668, 0.00635842
-3.13214, 0.00609882
-3.13734, 0.0058464
-3.1423, 0.00560129
-3.14703, 0.0053636
-3.15154, 0.00513338
-3.15583, 0.00491066
-3.15992, 0.00469543
-3.16381, 0.00448766
